,Drug use disorders,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
2504,"Hamblen County, Tennessee",47063,"0.83 (0.44, 1.40)","1.29 (0.79, 2.03)","2.01 (1.24, 3.05)","3.81 (2.45, 5.56)","6.56 (4.61, 8.79)","11.48 (8.92, 14.51)","17.49 (13.87, 21.43)","22.02 (17.95, 26.44)","2557.02 (1417.22, 5117.49)"
2505,"Hamilton County, Tennessee",47065,"1.10 (0.72, 1.60)","1.38 (0.95, 1.91)","2.07 (1.43, 2.92)","2.88 (2.06, 3.86)","4.98 (3.82, 6.27)","8.65 (7.09, 10.38)","10.72 (8.91, 12.54)","12.85 (10.99, 14.83)","1063.48 (679.43, 1691.80)"
2506,"Hancock County, Tennessee",47067,"0.96 (0.45, 1.69)","1.42 (0.73, 2.41)","2.52 (1.34, 4.18)","4.28 (2.42, 6.88)","7.39 (4.65, 10.93)","14.11 (9.27, 20.10)","18.58 (12.88, 26.24)","20.38 (13.84, 27.89)","2030.25 (1108.21, 4254.00)"
2507,"Hardeman County, Tennessee",47069,"0.59 (0.30, 0.99)","0.79 (0.44, 1.35)","1.08 (0.57, 1.74)","1.71 (0.98, 2.66)","2.96 (1.78, 4.50)","5.49 (3.50, 7.91)","7.53 (4.93, 10.43)","7.35 (4.90, 10.36)","1144.05 (583.13, 2372.45)"
2508,"Hardin County, Tennessee",47071,"0.99 (0.56, 1.61)","1.52 (0.94, 2.24)","2.69 (1.75, 4.02)","4.39 (3.09, 6.28)","7.51 (5.50, 10.08)","14.83 (11.57, 18.80)","19.47 (15.42, 24.15)","24.32 (19.02, 29.94)","2357.96 (1309.90, 4443.64)"
2509,"Hawkins County, Tennessee",47073,"0.77 (0.43, 1.27)","1.15 (0.71, 1.75)","1.93 (1.23, 2.90)","3.09 (2.09, 4.32)","5.55 (4.00, 7.34)","10.64 (8.33, 13.33)","15.93 (12.99, 19.41)","18.49 (14.87, 22.30)","2293.13 (1261.04, 4344.78)"
2510,"Haywood County, Tennessee",47075,"0.66 (0.30, 1.15)","0.90 (0.46, 1.56)","1.39 (0.74, 2.44)","1.87 (1.03, 3.05)","3.41 (1.96, 5.37)","6.76 (4.12, 10.17)","7.70 (4.98, 11.16)","8.57 (5.50, 12.61)","1196.92 (550.31, 2786.77)"
2511,"Henderson County, Tennessee",47077,"1.23 (0.65, 2.06)","1.72 (0.96, 2.77)","2.67 (1.64, 3.99)","3.99 (2.51, 5.93)","7.02 (4.77, 9.76)","14.11 (10.66, 18.56)","17.95 (13.83, 23.03)","18.82 (14.57, 23.40)","1429.20 (778.57, 2840.55)"
2512,"Henry County, Tennessee",47079,"0.77 (0.42, 1.29)","1.10 (0.67, 1.69)","1.84 (1.16, 2.75)","2.92 (1.88, 4.34)","5.56 (3.86, 7.62)","10.77 (7.87, 13.96)","13.65 (10.50, 17.22)","16.40 (12.61, 20.66)","2030.88 (1104.94, 4063.13)"
2513,"Hickman County, Tennessee",47081,"0.56 (0.29, 0.99)","0.79 (0.44, 1.24)","1.35 (0.77, 2.15)","2.21 (1.37, 3.42)","4.73 (3.15, 6.72)","9.71 (6.89, 12.89)","13.20 (9.81, 17.53)","14.33 (10.56, 18.85)","2462.51 (1252.84, 4979.81)"
2514,"Houston County, Tennessee",47083,"0.57 (0.27, 1.01)","0.88 (0.46, 1.53)","1.53 (0.82, 2.56)","2.58 (1.47, 4.11)","4.89 (2.95, 7.44)","10.17 (6.55, 14.69)","14.72 (9.62, 20.89)","16.57 (10.84, 23.30)","2795.48 (1410.49, 5779.17)"
2515,"Humphreys County, Tennessee",47085,"0.48 (0.22, 0.89)","0.73 (0.36, 1.23)","1.28 (0.68, 2.14)","2.21 (1.17, 3.55)","4.24 (2.64, 6.46)","8.70 (5.80, 12.12)","12.20 (8.49, 16.48)","14.60 (10.47, 19.51)","2955.19 (1499.64, 6631.42)"
2516,"Jackson County, Tennessee",47087,"1.01 (0.51, 1.74)","1.59 (0.89, 2.64)","2.95 (1.65, 4.60)","5.07 (3.15, 7.74)","9.52 (6.47, 13.42)","19.68 (14.83, 25.34)","26.05 (20.02, 33.66)","30.64 (23.39, 39.33)","2919.14 (1587.68, 5775.80)"
2517,"Jefferson County, Tennessee",47089,"0.82 (0.46, 1.37)","1.21 (0.73, 1.92)","2.01 (1.22, 2.94)","3.27 (2.16, 4.65)","6.63 (4.80, 8.71)","13.21 (10.41, 16.43)","17.52 (14.01, 21.27)","17.69 (13.94, 21.51)","2069.48 (1133.30, 3818.66)"
2518,"Johnson County, Tennessee",47091,"0.77 (0.40, 1.32)","1.11 (0.64, 1.75)","1.80 (1.06, 2.82)","3.02 (1.82, 4.63)","5.37 (3.54, 7.71)","9.95 (6.92, 13.75)","14.25 (10.48, 18.88)","15.89 (11.62, 21.16)","1965.48 (1058.74, 3791.35)"
2519,"Knox County, Tennessee",47093,"0.73 (0.47, 1.05)","0.99 (0.68, 1.42)","1.90 (1.30, 2.65)","2.62 (1.88, 3.54)","5.25 (4.14, 6.50)","12.30 (10.54, 14.24)","16.43 (14.09, 18.66)","20.06 (17.72, 22.24)","2652.67 (1752.52, 4242.09)"
2520,"Lake County, Tennessee",47095,"0.73 (0.30, 1.39)","0.98 (0.45, 1.77)","1.50 (0.69, 2.78)","2.25 (1.07, 4.04)","4.25 (2.25, 6.81)","7.89 (4.32, 12.18)","10.42 (6.42, 15.91)","11.40 (6.70, 17.83)","1469.83 (681.59, 3478.47)"
2521,"Lauderdale County, Tennessee",47097,"0.69 (0.34, 1.22)","0.91 (0.47, 1.53)","1.30 (0.72, 2.17)","1.95 (1.10, 3.03)","3.67 (2.31, 5.63)","6.44 (4.39, 9.31)","8.53 (5.77, 11.81)","9.70 (6.73, 13.55)","1300.77 (658.62, 2787.01)"
2522,"Lawrence County, Tennessee",47099,"0.63 (0.34, 1.05)","0.97 (0.56, 1.60)","1.56 (0.93, 2.38)","2.51 (1.61, 3.63)","4.77 (3.30, 6.69)","9.70 (7.28, 12.32)","14.65 (11.51, 18.36)","15.91 (12.40, 19.56)","2428.54 (1352.70, 4780.44)"
2523,"Lewis County, Tennessee",47101,"0.71 (0.35, 1.20)","1.02 (0.58, 1.63)","1.67 (0.95, 2.56)","2.54 (1.57, 3.79)","4.86 (3.24, 6.88)","9.06 (6.47, 12.39)","13.31 (9.82, 17.11)","14.72 (10.89, 19.17)","1980.42 (1008.29, 4018.85)"
2524,"Lincoln County, Tennessee",47103,"0.57 (0.30, 0.93)","0.80 (0.45, 1.26)","1.31 (0.76, 2.13)","2.03 (1.22, 3.01)","3.67 (2.49, 5.08)","7.36 (5.29, 9.77)","10.09 (7.44, 13.17)","12.12 (9.18, 15.59)","2027.02 (1128.91, 4012.86)"
2525,"Loudon County, Tennessee",47105,"0.91 (0.51, 1.44)","1.41 (0.87, 2.09)","1.90 (1.23, 2.73)","2.98 (1.97, 4.16)","5.13 (3.63, 7.00)","9.35 (7.14, 11.84)","12.18 (9.49, 15.23)","14.80 (11.67, 18.27)","1534.62 (849.65, 2875.11)"
2526,"Macon County, Tennessee",47111,"0.78 (0.41, 1.32)","1.05 (0.60, 1.65)","1.71 (1.01, 2.69)","2.87 (1.78, 4.29)","5.12 (3.52, 7.20)","10.56 (7.64, 14.08)","13.76 (10.19, 18.00)","15.40 (11.48, 19.88)","1880.42 (1041.57, 3633.74)"
2527,"Madison County, Tennessee",47113,"0.88 (0.47, 1.43)","1.03 (0.60, 1.60)","1.45 (0.88, 2.24)","1.98 (1.23, 2.93)","3.25 (2.20, 4.47)","6.73 (4.79, 8.94)","7.66 (5.68, 9.93)","8.17 (6.04, 10.63)","830.67 (435.59, 1661.16)"
2528,"Marion County, Tennessee",47115,"0.84 (0.43, 1.39)","1.17 (0.69, 1.85)","1.86 (1.07, 2.93)","2.74 (1.72, 4.13)","4.97 (3.36, 7.05)","9.24 (6.57, 12.28)","13.12 (9.84, 17.22)","14.83 (10.89, 19.53)","1674.67 (939.36, 3286.91)"
2529,"Marshall County, Tennessee",47117,"0.66 (0.36, 1.08)","0.92 (0.52, 1.53)","1.55 (0.91, 2.39)","2.49 (1.61, 3.74)","4.77 (3.26, 6.75)","9.70 (7.28, 12.75)","13.67 (10.37, 17.31)","16.51 (12.76, 20.82)","2416.89 (1375.11, 4760.09)"
2530,"Maury County, Tennessee",47119,"0.60 (0.32, 0.99)","0.85 (0.49, 1.33)","1.39 (0.84, 2.25)","2.19 (1.37, 3.23)","4.35 (3.04, 5.96)","7.88 (6.19, 9.94)","11.62 (9.05, 14.42)","13.67 (10.88, 16.77)","2175.46 (1209.36, 4210.82)"
2531,"McMinn County, Tennessee",47107,"1.05 (0.62, 1.62)","1.39 (0.89, 2.04)","2.23 (1.46, 3.12)","3.68 (2.61, 5.06)","7.66 (5.64, 10.00)","12.77 (10.16, 15.71)","19.71 (16.11, 23.70)","20.89 (17.05, 25.27)","1885.88 (1131.22, 3436.86)"
2532,"McNairy County, Tennessee",47109,"0.81 (0.40, 1.45)","1.13 (0.61, 1.89)","1.92 (1.08, 3.32)","3.05 (1.85, 4.65)","5.22 (3.40, 7.38)","9.89 (7.30, 12.97)","15.75 (12.02, 20.45)","15.36 (11.40, 19.71)","1787.68 (932.24, 3685.70)"
2533,"Meigs County, Tennessee",47121,"0.73 (0.38, 1.26)","1.08 (0.56, 1.77)","1.88 (1.04, 3.02)","3.15 (1.90, 4.94)","5.90 (3.68, 8.55)","10.94 (7.38, 15.11)","16.30 (11.34, 21.98)","19.38 (13.69, 25.91)","2557.06 (1413.55, 5050.67)"
2534,"Monroe County, Tennessee",47123,"0.71 (0.37, 1.16)","1.02 (0.55, 1.60)","1.65 (1.02, 2.47)","2.58 (1.65, 3.81)","4.74 (3.33, 6.35)","10.17 (7.69, 13.06)","13.58 (10.68, 16.96)","15.61 (12.38, 19.43)","2100.52 (1178.23, 4245.37)"
2535,"Montgomery County, Tennessee",47125,"0.39 (0.22, 0.64)","0.53 (0.31, 0.83)","0.89 (0.54, 1.40)","1.47 (0.94, 2.16)","3.09 (2.11, 4.28)","5.96 (4.57, 7.57)","8.79 (6.97, 10.79)","9.84 (7.83, 12.05)","2413.65 (1351.27, 4626.84)"
2536,"Moore County, Tennessee",47127,"0.49 (0.21, 0.92)","0.68 (0.30, 1.28)","1.05 (0.49, 1.89)","1.71 (0.85, 3.03)","3.40 (1.81, 5.53)","6.31 (3.74, 9.81)","9.29 (5.50, 14.43)","10.32 (6.20, 15.84)","2006.75 (983.09, 4445.19)"
2537,"Morgan County, Tennessee",47129,"0.83 (0.45, 1.32)","1.20 (0.72, 1.82)","2.05 (1.25, 3.20)","3.34 (2.17, 4.65)","6.55 (4.62, 8.77)","12.28 (9.32, 15.73)","17.63 (13.94, 21.63)","19.09 (15.10, 23.59)","2196.71 (1247.53, 4075.70)"
2538,"Obion County, Tennessee",47131,"0.78 (0.38, 1.41)","1.01 (0.55, 1.63)","1.55 (0.86, 2.45)","2.36 (1.44, 3.61)","3.90 (2.58, 5.69)","7.27 (5.05, 9.94)","8.94 (6.49, 12.02)","9.69 (7.02, 12.98)","1135.82 (560.75, 2381.62)"
2539,"Overton County, Tennessee",47133,"1.05 (0.51, 1.77)","1.65 (0.93, 2.63)","2.96 (1.77, 4.40)","5.15 (3.27, 7.48)","9.28 (6.59, 12.60)","16.58 (12.73, 21.13)","25.86 (20.96, 31.96)","28.42 (22.82, 34.78)","2613.63 (1381.12, 5443.50)"
2540,"Perry County, Tennessee",47135,"0.64 (0.31, 1.15)","0.96 (0.49, 1.71)","1.65 (0.89, 2.86)","2.65 (1.48, 4.35)","5.19 (3.04, 8.16)","10.21 (6.55, 15.11)","14.48 (9.50, 20.60)","16.86 (10.99, 24.02)","2529.05 (1322.30, 5012.14)"
2541,"Pickett County, Tennessee",47137,"0.78 (0.37, 1.41)","1.23 (0.62, 2.18)","2.13 (1.15, 3.55)","3.49 (1.97, 5.61)","6.39 (3.91, 9.50)","12.23 (7.86, 17.42)","17.02 (11.70, 23.40)","20.51 (13.87, 27.95)","2526.34 (1442.37, 5138.08)"
2542,"Polk County, Tennessee",47139,"0.84 (0.43, 1.41)","1.25 (0.72, 2.00)","2.09 (1.18, 3.37)","3.34 (2.00, 5.07)","6.40 (4.36, 8.97)","12.10 (8.80, 16.23)","18.78 (14.32, 24.24)","19.28 (14.34, 25.02)","2195.04 (1281.47, 4182.06)"
2543,"Putnam County, Tennessee",47141,"0.73 (0.41, 1.19)","1.03 (0.62, 1.61)","1.59 (1.05, 2.33)","2.75 (1.90, 3.91)","5.29 (3.71, 7.01)","9.83 (7.64, 12.36)","14.72 (11.88, 17.54)","17.37 (14.33, 20.85)","2282.88 (1329.20, 4230.16)"
2544,"Rhea County, Tennessee",47143,"0.80 (0.42, 1.36)","1.13 (0.64, 1.78)","2.00 (1.23, 3.07)","3.01 (1.98, 4.39)","5.62 (3.83, 7.70)","10.80 (8.20, 13.95)","16.45 (12.95, 20.43)","17.24 (13.56, 21.58)","2054.21 (1174.41, 3951.79)"
2545,"Roane County, Tennessee",47145,"0.98 (0.60, 1.53)","1.56 (1.00, 2.29)","2.60 (1.68, 3.73)","4.17 (3.01, 5.74)","8.19 (6.21, 10.58)","17.09 (13.90, 20.72)","24.17 (20.29, 28.32)","26.47 (22.39, 30.97)","2608.70 (1588.04, 4438.15)"
2546,"Robertson County, Tennessee",47147,"0.51 (0.27, 0.88)","0.75 (0.44, 1.15)","1.21 (0.71, 1.83)","1.95 (1.26, 2.87)","3.48 (2.33, 4.75)","6.62 (4.91, 8.70)","9.83 (7.63, 12.39)","10.92 (8.43, 13.74)","2023.51 (1162.36, 4007.03)"
2547,"Rutherford County, Tennessee",47149,"0.39 (0.22, 0.64)","0.55 (0.34, 0.83)","0.86 (0.54, 1.28)","1.34 (0.88, 1.93)","2.63 (1.91, 3.53)","5.63 (4.42, 7.03)","8.08 (6.57, 9.69)","8.16 (6.58, 9.74)","1995.47 (1159.65, 3619.19)"
2548,"Scott County, Tennessee",47151,"0.77 (0.43, 1.29)","1.21 (0.71, 1.89)","2.09 (1.30, 3.14)","3.55 (2.32, 5.10)","6.61 (4.64, 9.19)","12.92 (9.86, 16.51)","19.12 (15.00, 23.64)","25.10 (20.00, 31.48)","3177.67 (1864.97, 5718.26)"
2549,"Sequatchie County, Tennessee",47153,"0.80 (0.39, 1.32)","1.09 (0.61, 1.83)","1.70 (0.98, 2.73)","2.63 (1.55, 4.15)","4.91 (2.95, 7.43)","9.17 (6.11, 13.14)","13.44 (9.62, 18.18)","14.42 (9.96, 19.78)","1713.15 (951.70, 3414.57)"
2550,"Sevier County, Tennessee",47155,"0.77 (0.45, 1.25)","1.05 (0.64, 1.65)","1.72 (1.08, 2.55)","2.80 (1.86, 3.88)","5.51 (4.04, 7.30)","11.50 (9.22, 14.39)","17.39 (14.26, 20.71)","16.73 (14.01, 19.82)","2068.16 (1193.55, 3686.96)"
2551,"Shelby County, Tennessee",47157,"1.03 (0.70, 1.45)","1.30 (0.91, 1.77)","1.84 (1.32, 2.50)","2.75 (2.10, 3.53)","5.30 (4.22, 6.43)","8.89 (7.57, 10.37)","12.26 (10.78, 13.87)","12.06 (10.54, 13.63)","1072.49 (707.70, 1670.52)"
2552,"Smith County, Tennessee",47159,"0.80 (0.42, 1.28)","1.15 (0.65, 1.82)","1.99 (1.19, 3.00)","3.47 (2.16, 5.20)","6.39 (4.31, 8.82)","12.52 (9.44, 16.27)","18.75 (14.18, 23.98)","21.06 (16.25, 26.39)","2538.29 (1491.51, 4794.58)"
2553,"Stewart County, Tennessee",47161,"0.59 (0.29, 1.06)","0.87 (0.46, 1.52)","1.48 (0.78, 2.44)","2.48 (1.43, 3.95)","4.99 (3.05, 7.58)","9.75 (6.55, 14.02)","14.08 (9.79, 19.01)","16.44 (11.58, 21.92)","2696.28 (1475.19, 5506.65)"
2554,"Sullivan County, Tennessee",47163,"0.94 (0.58, 1.42)","1.14 (0.72, 1.68)","1.65 (1.08, 2.37)","3.06 (2.06, 4.17)","5.01 (3.66, 6.60)","9.31 (7.58, 11.35)","12.91 (10.85, 15.50)","15.72 (13.27, 18.32)","1581.05 (950.00, 2743.39)"
2555,"Sumner County, Tennessee",47165,"0.60 (0.35, 0.98)","0.79 (0.50, 1.21)","1.16 (0.76, 1.77)","1.75 (1.18, 2.49)","3.19 (2.34, 4.20)","6.65 (5.25, 8.35)","9.06 (7.36, 10.91)","10.79 (8.78, 12.75)","1686.03 (965.94, 3050.03)"
2556,"Tipton County, Tennessee",47167,"0.69 (0.35, 1.17)","0.92 (0.52, 1.50)","1.34 (0.80, 2.07)","1.94 (1.18, 2.91)","3.30 (2.19, 4.68)","5.86 (4.21, 7.73)","8.67 (6.52, 11.23)","9.87 (7.45, 12.63)","1327.76 (700.14, 2793.08)"
2557,"Trousdale County, Tennessee",47169,"0.70 (0.31, 1.33)","1.05 (0.45, 1.89)","1.75 (0.89, 3.04)","2.84 (1.48, 4.85)","5.32 (3.03, 8.39)","9.97 (6.01, 15.13)","14.06 (9.05, 20.18)","15.73 (10.40, 22.53)","2144.03 (1095.64, 4928.91)"
2558,"Unicoi County, Tennessee",47171,"0.80 (0.42, 1.35)","1.14 (0.67, 1.82)","1.80 (0.99, 2.93)","2.83 (1.66, 4.39)","5.09 (3.24, 7.16)","9.88 (6.91, 13.39)","13.67 (9.88, 17.93)","14.88 (10.75, 19.60)","1755.40 (911.31, 3456.01)"
2559,"Union County, Tennessee",47173,"0.67 (0.34, 1.15)","1.04 (0.56, 1.68)","1.88 (1.02, 3.10)","3.30 (1.99, 4.97)","6.65 (4.53, 9.33)","13.24 (9.66, 17.58)","18.70 (13.99, 23.82)","22.35 (17.24, 27.90)","3232.30 (1777.08, 6626.10)"
2560,"Van Buren County, Tennessee",47175,"0.49 (0.21, 0.94)","0.68 (0.32, 1.18)","1.03 (0.48, 1.84)","1.63 (0.79, 2.82)","3.06 (1.58, 5.05)","5.90 (3.36, 9.27)","8.48 (4.86, 12.98)","9.56 (5.36, 14.97)","1861.53 (959.68, 3980.71)"
2561,"Warren County, Tennessee",47177,"0.70 (0.39, 1.10)","1.01 (0.61, 1.57)","1.50 (0.91, 2.34)","2.28 (1.47, 3.32)","4.23 (2.96, 5.85)","8.89 (6.52, 11.81)","11.30 (8.63, 14.46)","12.26 (9.17, 15.94)","1660.03 (950.92, 3169.45)"
2562,"Washington County, Tennessee",47179,"0.83 (0.46, 1.39)","1.09 (0.62, 1.72)","1.77 (1.01, 2.77)","2.52 (1.61, 3.67)","4.01 (2.81, 5.53)","7.50 (5.53, 9.68)","10.81 (8.61, 13.32)","11.76 (9.36, 14.37)","1318.15 (725.93, 2533.26)"
2563,"Wayne County, Tennessee",47181,"0.53 (0.26, 0.93)","0.77 (0.40, 1.27)","1.26 (0.69, 2.07)","2.07 (1.22, 3.33)","4.02 (2.47, 6.11)","7.99 (5.23, 11.46)","11.22 (7.74, 15.51)","13.06 (9.09, 17.92)","2359.61 (1279.18, 4727.91)"
2564,"Weakley County, Tennessee",47183,"0.70 (0.35, 1.26)","0.88 (0.49, 1.45)","1.33 (0.73, 2.17)","1.90 (1.12, 3.00)","3.51 (2.26, 5.46)","5.88 (3.96, 8.23)","8.34 (5.96, 11.30)","8.85 (6.20, 12.19)","1163.63 (611.70, 2372.78)"
2565,"White County, Tennessee",47185,"0.74 (0.38, 1.33)","1.04 (0.58, 1.69)","1.63 (0.91, 2.50)","2.61 (1.57, 3.95)","5.04 (3.42, 7.22)","9.10 (6.41, 12.30)","13.99 (10.46, 18.43)","15.02 (11.14, 19.33)","1926.98 (1037.73, 3779.52)"
2566,"Williamson County, Tennessee",47187,"0.36 (0.19, 0.58)","0.49 (0.29, 0.76)","0.68 (0.41, 1.07)","0.99 (0.62, 1.44)","1.82 (1.25, 2.55)","3.56 (2.66, 4.55)","4.83 (3.84, 5.99)","4.86 (3.88, 6.00)","1257.45 (719.29, 2431.66)"
2567,"Wilson County, Tennessee",47189,"0.57 (0.32, 0.91)","0.95 (0.58, 1.43)","1.35 (0.87, 2.04)","2.11 (1.43, 3.06)","4.10 (2.91, 5.44)","7.82 (6.16, 9.69)","11.04 (8.96, 13.28)","12.77 (10.56, 14.99)","2135.51 (1236.25, 3906.46)"
2568,Texas,48,"0.97 (0.88, 1.08)","1.28 (1.18, 1.38)","1.87 (1.73, 2.03)","2.43 (2.27, 2.59)","4.19 (3.96, 4.43)","6.77 (6.47, 7.09)","8.08 (7.70, 8.44)","8.03 (7.51, 8.45)","728.82 (622.61, 817.50)"
2569,"Anderson County, Texas",48001,"1.03 (0.58, 1.67)","1.18 (0.70, 1.80)","1.63 (1.02, 2.48)","2.47 (1.64, 3.64)","4.58 (3.20, 6.24)","8.49 (6.11, 11.21)","10.17 (7.67, 13.06)","10.60 (7.95, 13.80)","927.02 (480.12, 1803.39)"
2570,"Andrews County, Texas",48003,"0.88 (0.50, 1.46)","1.17 (0.67, 1.90)","1.57 (0.92, 2.50)","2.15 (1.29, 3.20)","3.55 (2.31, 5.26)","6.05 (4.11, 8.41)","7.43 (4.96, 10.33)","7.60 (5.08, 10.73)","762.44 (409.90, 1391.41)"
2571,"Angelina County, Texas",48005,"0.77 (0.46, 1.20)","1.02 (0.66, 1.50)","1.47 (0.96, 2.12)","1.97 (1.37, 2.73)","3.37 (2.46, 4.53)","5.47 (4.15, 6.96)","7.57 (5.83, 9.66)","8.24 (6.25, 10.40)","971.57 (531.83, 1758.79)"
2572,"Aransas County, Texas",48007,"1.52 (0.87, 2.43)","2.34 (1.46, 3.62)","3.59 (2.25, 5.21)","5.43 (3.68, 7.68)","9.31 (6.72, 12.91)","16.33 (12.71, 20.62)","19.60 (15.21, 24.74)","21.33 (16.57, 26.38)","1299.91 (698.49, 2449.61)"
2573,"Archer County, Texas",48009,"0.76 (0.41, 1.29)","1.08 (0.60, 1.80)","1.72 (0.99, 2.66)","2.85 (1.71, 4.42)","4.80 (3.05, 6.85)","9.06 (6.25, 12.68)","11.52 (8.10, 15.76)","12.77 (8.67, 17.14)","1572.66 (837.67, 3227.91)"
2574,"Armstrong County, Texas",48011,"0.59 (0.29, 1.06)","0.76 (0.40, 1.28)","1.12 (0.56, 2.00)","1.57 (0.82, 2.66)","2.51 (1.37, 4.06)","4.28 (2.52, 6.83)","5.65 (3.37, 8.78)","6.03 (3.26, 9.80)","923.26 (447.25, 1937.11)"
2575,"Atascosa County, Texas",48013,"0.88 (0.52, 1.37)","1.07 (0.65, 1.64)","1.55 (0.97, 2.30)","2.06 (1.34, 3.06)","3.54 (2.42, 4.91)","5.70 (4.09, 7.76)","6.57 (4.89, 8.62)","6.86 (4.96, 9.13)","680.03 (354.54, 1230.80)"
2576,"Austin County, Texas",48015,"0.75 (0.41, 1.24)","0.90 (0.50, 1.43)","1.22 (0.71, 1.98)","1.64 (0.95, 2.55)","2.51 (1.56, 3.83)","4.35 (2.93, 6.15)","5.47 (3.70, 7.68)","5.65 (3.74, 8.08)","649.02 (313.85, 1276.35)"
2577,"Bailey County, Texas",48017,"0.73 (0.37, 1.30)","0.84 (0.45, 1.43)","1.13 (0.60, 1.85)","1.49 (0.80, 2.52)","2.33 (1.32, 3.63)","3.91 (2.29, 5.97)","4.82 (2.78, 7.27)","5.09 (2.91, 7.92)","594.69 (261.61, 1278.25)"
2578,"Bandera County, Texas",48019,"1.02 (0.56, 1.80)","1.26 (0.71, 2.15)","1.97 (1.11, 3.31)","2.56 (1.53, 3.83)","4.03 (2.60, 5.88)","6.83 (4.81, 9.37)","8.68 (6.05, 11.76)","8.93 (6.16, 12.29)","777.55 (367.00, 1594.20)"
2579,"Bastrop County, Texas",48021,"0.99 (0.58, 1.67)","1.22 (0.75, 1.94)","1.79 (1.12, 2.70)","2.49 (1.68, 3.57)","3.98 (2.83, 5.30)","6.66 (4.96, 8.71)","10.06 (7.64, 12.81)","10.48 (8.12, 13.21)","957.70 (489.56, 1837.06)"
2580,"Baylor County, Texas",48023,"0.78 (0.41, 1.31)","1.09 (0.59, 1.80)","1.70 (0.93, 2.79)","2.60 (1.49, 4.24)","4.56 (2.71, 7.15)","8.58 (5.43, 12.91)","11.27 (7.27, 16.36)","12.66 (7.90, 18.80)","1523.17 (815.01, 2913.54)"
2581,"Bee County, Texas",48025,"0.57 (0.29, 0.98)","0.67 (0.37, 1.07)","0.87 (0.48, 1.38)","1.22 (0.71, 1.89)","2.07 (1.22, 3.10)","3.76 (2.47, 5.48)","4.56 (3.08, 6.54)","4.51 (2.87, 6.62)","689.48 (306.85, 1484.25)"
2582,"Bell County, Texas",48027,"0.69 (0.42, 1.04)","0.77 (0.48, 1.10)","1.14 (0.74, 1.68)","1.45 (0.99, 2.01)","2.24 (1.57, 3.00)","3.91 (2.96, 4.96)","5.56 (4.48, 6.94)","5.19 (4.07, 6.48)","657.62 (367.23, 1200.63)"
2583,"Bexar County, Texas",48029,"0.99 (0.70, 1.37)","1.13 (0.84, 1.49)","2.44 (1.87, 3.07)","3.28 (2.67, 3.96)","6.34 (5.48, 7.27)","9.81 (8.87, 10.90)","9.94 (8.91, 10.94)","8.89 (7.98, 9.85)","796.52 (532.93, 1201.71)"
2584,"Blanco County, Texas",48031,"0.86 (0.47, 1.44)","1.08 (0.63, 1.72)","1.61 (0.92, 2.65)","2.25 (1.34, 3.62)","3.61 (2.23, 5.44)","6.41 (4.19, 8.98)","9.06 (6.08, 12.80)","9.16 (5.87, 13.02)","961.27 (460.55, 1923.45)"
2585,"Borden County, Texas",48033,"0.46 (0.23, 0.83)","0.56 (0.28, 1.02)","0.74 (0.36, 1.33)","1.02 (0.50, 1.85)","1.77 (0.91, 2.93)","3.00 (1.65, 4.78)","3.74 (2.05, 6.17)","3.65 (1.89, 6.24)","688.24 (303.44, 1428.79)"
2586,"Bosque County, Texas",48035,"0.89 (0.51, 1.44)","1.13 (0.65, 1.78)","1.63 (1.00, 2.53)","2.37 (1.37, 3.63)","3.70 (2.38, 5.51)","6.48 (4.43, 9.13)","8.62 (5.99, 11.80)","9.17 (6.15, 12.93)","927.44 (511.23, 1753.55)"
2587,"Bowie County, Texas",48037,"0.54 (0.31, 0.87)","0.64 (0.39, 1.00)","0.90 (0.54, 1.37)","1.41 (0.93, 2.06)","2.56 (1.73, 3.51)","4.72 (3.43, 6.26)","6.31 (4.73, 8.16)","5.94 (4.36, 7.68)","994.74 (526.66, 2014.97)"
2588,"Brazoria County, Texas",48039,"0.95 (0.60, 1.45)","1.17 (0.77, 1.68)","1.60 (1.12, 2.30)","2.37 (1.71, 3.19)","3.76 (2.87, 4.75)","7.90 (6.47, 9.44)","8.17 (6.81, 9.83)","7.62 (6.29, 9.05)","703.82 (412.95, 1215.03)"
2589,"Brazos County, Texas",48041,"0.76 (0.42, 1.21)","0.89 (0.53, 1.40)","1.23 (0.75, 1.81)","1.58 (1.02, 2.35)","2.86 (2.00, 3.88)","4.22 (3.14, 5.41)","5.90 (4.55, 7.53)","6.63 (5.16, 8.26)","768.18 (397.74, 1544.01)"
2590,"Brewster County, Texas",48043,"1.71 (0.77, 3.20)","1.90 (0.95, 3.39)","2.58 (1.36, 4.31)","3.43 (1.89, 5.66)","4.90 (3.01, 7.81)","7.53 (4.77, 10.77)","9.04 (5.89, 13.24)","9.02 (5.55, 13.35)","427.77 (147.27, 1082.74)"
2591,"Briscoe County, Texas",48045,"0.65 (0.30, 1.26)","0.80 (0.39, 1.43)","1.10 (0.50, 1.99)","1.54 (0.76, 2.79)","2.30 (1.20, 3.91)","4.03 (2.22, 6.72)","5.12 (2.82, 8.40)","5.29 (2.73, 8.70)","710.68 (317.57, 1507.58)"
